timestamp(ms),TotalValid,TotalErrors,AverageRAWResult,AverageDistance,Distance,RSSI,
"1750603022.738","0","5","0",,,,
"1750603022.739",,,,"0",,,
"1750603023.447","0","5",,,,,
"1750603023.448",,,"0","0",,,
"1750603024.152","0","5","0",,,,
"1750603024.153",,,,"0",,,
"1750603024.858","0","5","0","0",,,
"1750603025.565","0","5","0",,,,
"1750603025.566",,,,"0",,,
"1750603026.272","0","5","0","0",,,
"1750603026.979","0","5","0",,,,
"1750603026.98",,,,"0",,,
"1750603027.685","0","5","0",,,,
"1750603027.686",,,,"0",,,
"1750603028.392","0","5",,,,,
"1750603028.393",,,"0","0",,,
"1750603029.099","0","5",,,,,
"1750603029.1",,,"0","0",,,
"1750603029.806","0","5","0",,,,
"1750603029.807",,,,"0",,,
"1750603030.512","0","5","0",,,,
"1750603030.513",,,,"0",,,
"1750603031.219","0","5","0","0",,,
"1750603031.927","0","5","0",,,,
"1750603031.928",,,,"0",,,
"1750603032.633","0",,,,,,
"1750603032.634",,"5","0","0",,,
"1750603033.339","0","5","0","0",,,
"1750603034.046","0","5","0","0",,,
"1750603034.754","0","5","0","0",,,
"1750603035.459","0","5","0","0",,,
"1750603036.165","0","5","0",,,,
"1750603036.166",,,,"0",,,
"1750603036.872","0","5","0","0",,,
"1750603037.58","0","5","0","0",,,
"1750603038.285","0","5","0","0",,,
"1750603038.993","0","5","0","0",,,
"1750603039.698","0","5","0","0",,,
"1750603040.405","0","5","0","0",,,
"1750603041.112","0","5",,,,,
"1750603041.113",,,"0","0",,,
"1750603041.82","0","5","0","0",,,
"1750603042.527","0","5","0","0",,,
"1750603043.232","0","5","0","0",,,
"1750603043.939","0","5","0","0",,,
"1750603044.645","0","5","0","0",,,
"1750603045.354","0","5","0","0",,,
"1750603046.062","0","5","0","0",,,
"1750603046.767","0","5",,,,,
"1750603046.768",,,"0","0",,,
"1750603047.473","0","5","0","0",,,
"1750603048.179","0",,,,,,
"1750603048.18",,"5","0",,,,
"1750603048.182",,,,"0",,,
"1750603048.886","0","5","0",,,,
"1750603048.887",,,,"0",,,
"1750603049.594","0","5","0",,,,
"1750603049.595",,,,"0",,,
"1750603050.299","0","5","0",,,,
"1750603050.3",,,,"0",,,
"1750603051.006","0",,,,,,
"1750603051.007",,"5","0","0",,,
"1750603051.713","0","5","0","0",,,
"1750603052.42","0","5","0","0",,,
"1750603053.127","0","5","0","0",,,
"1750603053.833","0","5","0","0",,,
"1750603054.54","0","5","0","0",,,
"1750603055.246","0","5",,,,,
"1750603055.247",,,"0","0",,,
"1750603055.953","0","5","0",,,,
"1750603055.954",,,,"0",,,
"1750603056.661","0","5","0","0",,,
"1750603057.366","0","5",,,,,
"1750603057.367",,,"0","0",,,
"1750603058.073","0","5","0",,,,
"1750603058.074",,,,"0",,,
"1750603058.78","0","5","0","0",,,
"1750603059.487","0","5","0","0",,,
"1750603060.195","0","5","0","0",,,
"1750603060.899","0",,,,,,
"1750603060.9",,"5","0","0",,,
"1750603061.609","0","5","0","0",,,
"1750603062.313","0","5",,,,,
"1750603062.314",,,"0","0",,,
"1750603063.02","0","5","0","0",,,
"1750603063.728","0","5","0","0",,,
"1750603064.433","0","5","0",,,,
"1750603064.434",,,,"0",,,
"1750603065.141","0","5","0","0",,,
"1750603065.846","0","5","0",,,,
"1750603065.847",,,,"0",,,
"1750603066.553","0","5","0","0",,,
"1750603067.26","0","5","0",,,,
"1750603067.264",,,,"0",,,
"1750603067.967","0","5","0","0",,,
"1750603068.674","0","5","0",,,,
"1750603068.675",,,,"0",,,
"1750603069.379","0",,,,,,
"1750603069.38",,"5","0","0",,,
"1750603070.105","0","5",,,,,
"1750603070.106",,,"0","0",,,
"1750603070.793","0","5",,,,,
"1750603070.794",,,"0","0",,,
"1750603071.5","0","5","0","0",,,
"1750603072.207","0","5","0","0",,,
"1750603072.913","0","5","0",,,,
"1750603072.914",,,,"0",,,
"1750603073.622","0","5","0","0",,,
"1750603074.326","0",,,,,,
"1750603074.327",,"5","0","0",,,
"1750603075.033","0","5","0","0",,,
"1750603075.741","0",,,,,,
"1750603075.742",,"5","0","0",,,
"1750603076.446","0","5","0",,,,
"1750603076.447",,,,"0",,,
"1750603077.155","0","5","0","0",,,
"1750603077.86","0","5","0","0",,,
"1750603078.568","0","5","0","0",,,
"1750603079.273","0","5","0","0",,,
"1750603079.98","0","5","0",,,,
"1750603079.981",,,,"0",,,
"1750603080.686","0","5","0","0",,,
"1750603081.393","0","5","0","0",,,
"1750603082.1","0","5",,,,,
"1750603082.101",,,"0","0",,,
"1750603082.807","0","5","0","0",,,
"1750603083.513","0","5","0",,,,
"1750603083.514",,,,"0",,,
"1750603084.22","0","5","0","0",,,
"1750603084.927","0","5","0","0",,,
"1750603085.636","0","5","0","0",,,
"1750603086.341","0","5","0","0",,,
"1750603087.047","0","5","0","0",,,
"1750603087.754","0","5",,,,,
"1750603087.755",,,"0","0",,,
"1750603088.46","0","5","0","0",,,
"1750603089.167","0","5","0",,,,
"1750603089.168",,,,"0",,,
"1750603089.875","0","5","0","0",,,
"1750603090.58","0","5","0","0",,,
"1750603091.286","0","5","0",,,,
"1750603091.287",,,,"0",,,
"1750603091.993","0",,,,,,
"1750603091.994",,"5","0","0",,,
"1750603092.7","0","5","0","0",,,
"1750603093.407","0","5","0","0",,,
"1750603094.114","0","5","0","0",,,
"1750603094.822","0","5","0","0",,,
"1750603095.526","0","5","0",,,,
"1750603095.527",,,,"0",,,
"1750603096.233","0","5","0","0",,,
"1750603096.94","0","5","0","0",,,
"1750603097.647","0","5","0","0",,,
"1750603098.353","0","5","0","0",,,
"1750603099.06","0","5","0",,,,
"1750603099.061",,,,"0",,,
"1750603099.768","0","5","0","0",,,
"1750603100.473","0","5","0","0",,,
"1750603101.18","0","5","0","0",,,
"1750603101.889","0","5","0","0",,,
"1750603102.593","0","5","0","0",,,
"1750603103.301","0","5","0","0",,,
"1750603104.007","0","5","0",,,,
"1750603104.008",,,,"0",,,
"1750603104.714","0","5","0",,,,
"1750603104.715",,,,"0",,,
"1750603105.422","0","5","0","0",,,
"1750603106.129","0","5","0",,,,
"1750603106.13",,,,"0",,,
"1750603106.835","0","5","0","0",,,
"1750603107.542","0","5","0","0",,,
"1750603108.248","0","5",,,,,
"1750603108.249",,,"0","0",,,
"1750603108.955","0",,,,,,
"1750603108.956",,"5",,,,,
"1750603108.957",,,"0","0",,,
"1750603109.662","0","5","0","0",,,
"1750603110.37","0","5","0","0",,,
"1750603111.076","0","5",,,,,
"1750603111.077",,,"0","0",,,
"1750603111.784","0","5","0","0",,,
"1750603112.489","0","5","0","0",,,
"1750603113.195","0","5","0",,,,
"1750603113.197",,,,"0",,,
"1750603113.902","0","5","0","0",,,
"1750603114.609","0","5","0","0",,,
"1750603115.315","0","5",,,,,
"1750603115.316",,,"0","0",,,
"1750603116.023","0","5","0","0",,,
"1750603116.729","0","5","0","0",,,
"1750603117.435","0","5","0","0",,,
"1750603118.142","0","5","0","0",,,
"1750603118.849","0","5","0","0",,,
"1750603119.556","0","5","0","0",,,
"1750603120.261","0","5","0",,,,
"1750603120.262",,,,"0",,,
"1750603120.968","0",,,,,,
"1750603120.969",,"5","0","0",,,
"1750603121.677","0","5","0","0",,,
"1750603122.382","0","5","0","0",,,
"1750603123.088","0",,,,,,
"1750603123.089",,"5","0","0",,,
"1750603123.795","0","5",,,,,
"1750603123.796",,,"0","0",,,
"1750603124.504","0","5","0","0",,,
"1750603125.208","0","5","0",,,,
"1750603125.209",,,,"0",,,
"1750603125.915","0","5","0","0",,,
"1750603126.622","0","5","0","0",,,
"1750603127.328","0","5","0",,,,
"1750603127.329",,,,"0",,,
"1750603128.035","0","5","0","0",,,
"1750603128.743","0","5",,,,,
"1750603128.744",,,"0","0",,,
"1750603129.449","0","5","0","0",,,
"1750603130.155","0","5","0","0",,,
"1750603130.863","0",,,,,,
"1750603130.864",,"5","0","0",,,
"1750603131.57","0","5","0",,,,
"1750603131.571",,,,"0",,,
"1750603132.274","0","5",,,,,
"1750603132.275",,,"0","0",,,
"1750603132.981","0",,,,,,
"1750603132.982",,"5","0","0",,,
"1750603133.688","0","5","0",,,,
"1750603133.689",,,,"0",,,
"1750603134.397","0","5","0","0",,,
"1750603135.101","0",,,,,,
"1750603135.102",,"5","0","0",,,
"1750603135.809","0",,,,,,
"1750603135.81",,"5","0","0",,,
"1750603136.515","0","5","0","0",,,
"1750603137.222","0","5","0",,,,
"1750603137.223",,,,"0",,,
"1750603137.928","0","5","0","0",,,
"1750603138.636","0","5","0","0",,,
"1750603139.341","0","5",,,,,
"1750603139.342",,,"0","0",,,
"1750603140.048","0","5",,,,,
"1750603140.049",,,"0",,,,
"1750603140.05",,,,"0",,,
"1750603140.754","0",,,,,,
"1750603140.755",,"5","0","0",,,
"1750603141.461","0","5","0",,,,
"1750603141.462",,,,"0",,,
"1750603142.17","0","5","0","0",,,
"1750603142.876","0","5","0","0",,,
"1750603143.584","0","5","0","0",,,
"1750603144.288","0","5","0",,,,
"1750603144.289",,,,"0",,,
"1750603144.995","0","5","0",,,,
"1750603144.996",,,,"0",,,
"1750603145.702","0","5","0",,,,
"1750603145.703",,,,"0",,,
"1750603146.408","0","5","0","0",,,
"1750603147.117","0","5",,,,,
"1750603147.118",,,"0","0",,,
"1750603147.821","0","5","0","0",,,
"1750603148.528","0","5","0","0",,,
"1750603149.235","0","5","0","0",,,
"1750603149.941","0",,,,,,
"1750603149.942",,"5","0","0",,,
"1750603150.649","0","5","0","0",,,
"1750603151.355","0","5","0","0",,,
"1750603152.062","0","5","0","0",,,
"1750603152.768","0","5","0","0",,,
"1750603153.475","0","5","0","0",,,
"1750603154.181","0",,,,,,
"1750603154.182",,"5","0","0",,,
"1750603154.888","0","5","0",,,,
"1750603154.889",,,,"0",,,
"1750603155.595","0",,,,,,
"1750603155.596",,"5","0","0",,,
"1750603156.301","0","5","0",,,,
"1750603156.302",,,,"0",,,
"1750603157.008","0","5","0","0",,,
"1750603157.717","0","5","0","0",,,
"1750603158.421","0",,,,,,
"1750603158.422",,"5","0","0",,,
"1750603159.128","0","5","0",,,,
"1750603159.129",,,,"0",,,
"1750603159.837","0",,,,,,
"1750603159.838",,"5","0","0",,,
"1750603160.542","0","5","0","0",,,
"1750603161.249","0","5","0","0",,,
"1750603161.955","0","5","0",,,,
"1750603161.956",,,,"0",,,
"1750603162.662","0","5","0","0",,,
"1750603163.368","0","5","0","0",,,
"1750603164.075","0","5","0","0",,,
"1750603164.782","0","5","0","0",,,
"1750603165.488","0","5","0","0",,,
"1750603166.193","0","5","0","0",,,
"1750603166.899","0","5","0",,,,
"1750603166.9",,,,"0",,,
"1750603167.607","0","5","0","0",,,
"1750603168.314","0","5","0","0",,,
"1750603169.02","0","5","0",,,,
"1750603169.022",,,,"0",,,
"1750603169.728","0","5","0","0",,,
"1750603170.435","0","5","0","0",,,
"1750603171.139","0",,,,,,
"1750603171.14",,"5","0","0",,,
"1750603171.847","0","5","0","0",,,
"1750603172.553","0","5","0","0",,,
"1750603173.26","0","5","0","0",,,
"1750603173.967","0","5","0","0",,,
"1750603174.674","0","5","0","0",,,
"1750603175.38","0","5","0","0",,,
"1750603176.086","0","5","0",,,,
"1750603176.088",,,,"0",,,
"1750603176.795","0","5","0","0",,,
"1750603177.499","0",,,,,,
"1750603177.5",,"5","0","0",,,
"1750603178.206","0","5","0","0",,,
"1750603178.913","0","5","0","0",,,
"1750603179.619","0","5","0",,,,
"1750603179.62",,,,"0",,,
"1750603180.329","0","5","0","0",,,
"1750603181.033","0",,,,,,
"1750603181.034",,"5","0",,,,
"1750603181.035",,,,"0",,,
"1750603181.741","0","5","0",,,,
"1750603181.742",,,,"0",,,
"1750603182.446","0",,,,,,
"1750603182.447",,"5","0","0",,,
"1750603183.153","0","5","0","0",,,
"1750603183.861","0","5","0","0",,,
"1750603184.567","0","5","0","0",,,
"1750603185.273","0","5","0","0",,,
"1750603185.98","0","5","0","0",,,
"1750603186.687","0","5","0","0",,,
"1750603187.394","0","5","0",,,,
"1750603187.395",,,,"0",,,
"1750603188.099","0",,,,,,
"1750603188.1",,"5","0","0",,,
"1750603188.806","0","5","0",,,,
"1750603188.807",,,,"0",,,
"1750603189.513","0","5","0",,,,
"1750603189.514",,,,"0",,,
"1750603190.219","0",,,,,,
"1750603190.22",,"5","0","0",,,
"1750603190.926","0","5",,,,,
"1750603190.927",,,"0","0",,,
"1750603191.633","0","5","0","0",,,
"1750603192.34","0","5","0","0",,,
"1750603193.047","0","5",,,,,
"1750603193.048",,,"0","0",,,
"1750603193.754","0","5","0","0",,,
"1750603194.461","0","5","0",,,,
"1750603194.462",,,,"0",,,
"1750603195.167","0","5",,,,,
"1750603195.168",,,"0","0",,,
"1750603195.875","0","5","0","0",,,
"1750603196.58","0","5","0","0",,,
"1750603197.287","0","5","0","0",,,
"1750603197.993","0","5",,,,,
"1750603197.994",,,"0","0",,,
"1750603198.7","0","5","0","0",,,
"1750603199.406","0","5","0","0",,,
"1750603200.113","0",,,,,,
"1750603200.114",,"5","0","0",,,
"1750603200.82","0","5","0","0",,,
"1750603201.527","0","5","0","0",,,
"1750603202.233","0","5","0",,,,
"1750603202.234",,,,"0",,,
"1750603202.942","0","5","0","0",,,
"1750603203.648","0","5",,,,,
"1750603203.649",,,"0","0",,,
"1750603204.353","0","5","0",,,,
"1750603204.354",,,,"0",,,
"1750603205.06","0","5","0",,,,
"1750603205.061",,,,"0",,,
"1750603205.766","0",,,,,,
"1750603205.767",,"5","0","0",,,
"1750603206.473","0","5","0",,,,
"1750603206.474",,,,"0",,,
"1750603207.18","0","5","0","0",,,
"1750603207.888","0","5","0",,,,
"1750603207.889",,,,"0",,,
"1750603208.595","0","5","0","0",,,
"1750603209.3","0","5","0",,,,
"1750603209.301",,,,"0",,,
"1750603210.008","0","5","0","0",,,
"1750603210.713","0","5","0","0",,,
"1750603211.42","0","5","0","0",,,
"1750603212.126","0","5","0",,,,
"1750603212.127",,,,"0",,,
"1750603212.833","0","5","0",,,,
"1750603212.834",,,,"0",,,
"1750603213.54","0","5","0","0",,,
"1750603214.246","0",,,,,,
"1750603214.247",,"5","0","0",,,
"1750603214.953","0",,,,,,
"1750603214.954",,"5","0","0",,,
"1750603215.66","0","5","0","0",,,
"1750603216.368","0","5","0","0",,,
"1750603217.073","0","5",,,,,
"1750603217.075",,,"0","0",,,
"1750603217.781","0","5","0","0",,,
"1750603218.487","0","5","0","0",,,
"1750603219.194","0","5","0","0",,,
"1750603219.901","0","5",,,,,
"1750603219.902",,,"0","0",,,
"1750603220.608","0","5","0","0",,,
"1750603221.315","0","5","0","0",,,
"1750603222.02","0","5","0","0",,,
"1750603222.729","0","5","0","0",,,
"1750603223.433","0","5","0",,,,
"1750603223.434",,,,"0",,,
"1750603224.14","0","5","0","0",,,
"1750603224.897","0",,,,,,
"1750603224.898",,"5","0","0",,,
"1750603225.556","0",,,,,,
"1750603225.557",,"5","0","0",,,
"1750603226.261","0","5",,,,,
"1750603226.262",,,"0","0",,,
"1750603226.97","0","5","0","0",,,
"1750603227.675","0","5","0","0",,,
"1750603228.381","0","5","0","0",,,
"1750603229.089","0","5","0","0",,,
"1750603229.795","0","5","0",,,,
"1750603229.796",,,,"0",,,
"1750603230.501","0","5","0",,,,
"1750603230.502",,,,"0",,,
"1750603231.208","0","5","0","0",,,
"1750603231.914","0",,,,,,
"1750603231.915",,"5","0",,,,
"1750603231.916",,,,"0",,,
"1750603232.623","0","5","0","0",,,
"1750603233.327","0",,,,,,
"1750603233.328",,"5","0","0",,,
"1750603234.034","0","5","0",,,,
"1750603234.035",,,,"0",,,
"1750603234.742","0","5","0","0",,,
"1750603235.448","0","5","0",,,,
"1750603235.449",,,,"0",,,
"1750603236.155","0","5",,,,,
"1750603236.156",,,"0","0",,,
"1750603236.862","0","5","0","0",,,
"1750603237.568","0","5","0","0",,,
"1750603238.275","0","5","0",,,,
"1750603238.276",,,,"0",,,
"1750603238.981","0","5","0","0",,,
"1750603239.689","0","5","0","0",,,
"1750603240.394","0","5","0",,,,
"1750603240.395",,,,"0",,,
"1750603241.101","0","5","0","0",,,
"1750603241.81","0","5","0","0",,,
"1750603242.514","0",,,,,,
"1750603242.515",,"5","0","0",,,
"1750603243.221","0","5","0",,,,
"1750603243.222",,,,"0",,,
"1750603243.928","0","5","0","0",,,
"1750603244.637","0","5","0","0",,,
"1750603245.341","0","5","0","0",,,
"1750603246.048","0","5","0","0",,,
"1750603246.755","0","5","0","0",,,
"1750603247.461","0","5","0","0",,,
"1750603248.171","0","5","0","0",,,
"1750603248.875","0","5","0","0",,,
"1750603249.583","0","5","0","0",,,
"1750603249.963",,,,,"6146.1",,
"1750603249.964",,,,,,"-117",
"1750603250.388","1","4","136361",,,,
"1750603250.389",,,,"6146.1",,,
"1750603251.094","0","5","0",,,,
"1750603251.095",,,,"0",,,
"1750603251.801","0","5","0",,,,
"1750603251.802",,,,"0",,,
"1750603252.508","0","5","0","0",,,
"1750603253.172",,,,,"6121.1","-118",
"1750603253.314","1","4","135806","6121.1",,,
"1750603254.021","0","5","0","0",,,
"1750603254.728","0","5","0","0",,,
"1750603255.469","0","5","0","0",,,
"1750603256.141","0","5","0","0",,,
"1750603256.848","0","5","0","0",,,
"1750603257.554","0","5","0","0",,,
"1750603257.936",,,,,"6081.5",,
"1750603257.937",,,,,,"-112",
"1750603258.361","1","4","134929","6081.5",,,
"1750603259.07","0","5","0","0",,,
"1750603259.774","0",,,,,,
"1750603259.775",,"5","0","0",,,
"1750603260.481","0","5","0","0",,,
"1750603261.187","0","5","0",,,,
"1750603261.188",,,,"0",,,
"1750603261.894","0","5",,,,,
"1750603261.895",,,"0","0",,,
"1750603262.601","0","5",,,,,
"1750603262.602",,,"0","0",,,
"1750603263.307","0","5","0","0",,,
"1750603264.014","0","5","0","0",,,
"1750603264.721","0","5","0","0",,,
"1750603265.428","0","5","0","0",,,
"1750603266.134","0","5",,,,,
"1750603266.135",,,"0",,,,
"1750603266.136",,,,"0",,,
"1750603266.841","0","5","0","0",,,
"1750603267.548","0","5","0","0",,,
"1750603268.254","0","5","0","0",,,
"1750603268.494",,,,,"5986.3",,
"1750603268.495",,,,,,"-116",
"1750603268.735",,,,,"5965.2",,
"1750603268.736",,,,,,"-118",
"1750603269.161","2","3","132583","5975.8",,,
"1750603269.867","0","5",,,,,
"1750603269.868",,,"0","0",,,
"1750603270.574","0","5","0","0",,,
"1750603271.28","0","5","0","0",,,
"1750603271.996","0","5","0",,,,
"1750603271.997",,,,"0",,,
"1750603272.696","0","5","0","0",,,
"1750603273.4","0",,,,,,
"1750603273.401",,"5","0","0",,,
"1750603274.107","0","5","0",,,,
"1750603274.109",,,,"0",,,
"1750603274.815","0",,,,,,
"1750603274.816",,"5","0","0",,,
"1750603275.52","0","5","0",,,,
"1750603275.521",,,,"0",,,
"1750603276.227","0","5","0","0",,,
"1750603276.933","0",,,,,,
"1750603276.934",,"5",,,,,
"1750603276.935",,,"0","0",,,
"1750603277.642","0","5","0","0",,,
"1750603278.349","0","5","0","0",,,
"1750603279.054","0","5","0","0",,,
"1750603279.76","0","5",,,,,
"1750603279.761",,,"0","0",,,
"1750603280.467","0","5","0","0",,,
"1750603281.174","0","5","0","0",,,
"1750603281.882","0",,,,,,
"1750603281.883",,"5","0","0",,,
"1750603282.587","0","5","0","0",,,
"1750603283.293","0","5","0",,,,
"1750603283.294",,,,"0",,,
"1750603284","0","5",,,,,
"1750603284.001",,,"0","0",,,
"1750603284.707","0",,,,,,
"1750603284.708",,"5","0",,,,
"1750603284.709",,,,"0",,,
"1750603285.416","0","5","0","0",,,
"1750603286.12","0","5","0","0",,,
"1750603286.828","0",,,,,,
"1750603286.829",,"5",,,,,
"1750603286.83",,,"0","0",,,
"1750603287.534","0","5","0","0",,,
"1750603288.24","0","5","0",,,,
"1750603288.241",,,,"0",,,
"1750603288.947","0","5","0","0",,,
"1750603289.654","0","5","0","0",,,
"1750603290.36","0","5","0",,,,
"1750603290.361",,,,"0",,,
"1750603291.067","0","5","0","0",,,
"1750603291.774","0","5","0",,,,
"1750603291.775",,,,"0",,,
"1750603292.48","0",,,,,,
"1750603292.481",,"5","0","0",,,
"1750603293.187","0","5","0",,,,
"1750603293.188",,,,"0",,,
"1750603293.894","0","5","0","0",,,
"1750603294.602","0","5","0","0",,,
"1750603295.307","0","5","0","0",,,
"1750603296.015","0","5","0","0",,,
"1750603296.72","0","5",,,,,
"1750603296.721",,,"0","0",,,
"1750603297.427","0","5","0","0",,,
"1750603298.134","0","5",,,,,
"1750603298.135",,,"0",,,,
"1750603298.136",,,,"0",,,
"1750603298.841","0",,,,,,
"1750603298.842",,"5","0","0",,,
"1750603299.549","0","5","0","0",,,
"1750603300.254","0","5","0","0",,,
"1750603300.961","0","5","0","0",,,
"1750603301.669","0","5","0","0",,,
"1750603302.376","0","5","0","0",,,
"1750603303.081","0","5","0",,,,
"1750603303.082",,,,"0",,,
"1750603303.788","0","5","0","0",,,
"1750603304.494","0","5","0","0",,,
"1750603305.2","0","5","0",,,,
"1750603305.201",,,,"0",,,
"1750603305.907","0","5","0",,,,
"1750603305.908",,,,"0",,,
"1750603306.614","0","5","0","0",,,
"1750603307.321","0","5","0","0",,,
"1750603308.027","0",,,,,,
"1750603308.028",,"5","0","0",,,
"1750603308.734","0","5","0","0",,,
"1750603309.443","0","5","0","0",,,
"1750603310.147","0","5","0",,,,
"1750603310.148",,,,"0",,,
"1750603310.854","0","5","0","0",,,
"1750603311.562","0","5",,,,,
"1750603311.563",,,"0","0",,,
"1750603312.267","0","5","0","0",,,
"1750603312.974","0","5","0","0",,,
"1750603313.681","0","5","0","0",,,
"1750603314.389","0","5","0","0",,,
"1750603315.094","0","5","0","0",,,
"1750603315.801","0","5","0","0",,,
"1750603316.508","0","5","0","0",,,
"1750603317.216","0","5","0","0",,,
"1750603317.921","0","5","0","0",,,
"1750603318.627","0","5",,,,,
"1750603318.628",,,"0","0",,,
"1750603319.334","0","5","0","0",,,
"1750603320.041","0","5",,,,,
"1750603320.042",,,"0","0",,,
"1750603320.747","0","5","0",,,,
"1750603320.748",,,,"0",,,
"1750603321.454","0","5","0",,,,
"1750603321.455",,,,"0",,,
"1750603322.161","0","5","0","0",,,
"1750603322.868","0","5","0","0",,,
"1750603323.574","0","5","0","0",,,
"1750603324.281","0","5","0","0",,,
"1750603324.988","0","5","0",,,,
"1750603324.99",,,,"0",,,
"1750603325.694","0","5","0","0",,,
"1750603326.401","0","5","0","0",,,
"1750603327.108","0","5","0","0",,,
"1750603327.814","0","5","0",,,,
"1750603327.816",,,,"0",,,
"1750603328.521","0","5",,,,,
"1750603328.522",,,"0","0",,,
"1750603329.228","0","5","0",,,,
"1750603329.229",,,,"0",,,
"1750603329.935","0","5",,,,,
"1750603329.936",,,"0","0",,,
"1750603330.643","0","5","0","0",,,
"1750603331.35","0","5","0","0",,,
"1750603332.055","0","5","0","0",,,
"1750603332.762","0","5","0",,,,
"1750603332.764",,,,"0",,,
"1750603333.468","0","5",,,,,
"1750603333.469",,,"0","0",,,
"1750603334.176","0","5","0",,,,
"1750603334.177",,,,"0",,,
"1750603334.882","0","5","0","0",,,
