seconds, altitude, temp,volts
38.9,932,69.5F,8.2
38.95,932,69.5F,8.2
39,933,69.5F,8.2
39.05,929,69.5F,8.2
39.1,928,69.5F,8.2
39.15,926,69.5F,8.2
39.2,925,69.5F,8.2
39.25,922,69.5F,8.2
39.3,921,69.5F,8.2
39.35,918,69.5F,8.2
39.4,917,69.5F,8.2
39.45,916,69.5F,8.2
39.5,913,69.5F,8.2
39.55,913,69.5F,8.2
39.6,913,69.5F,8.2
39.65,910,69.5F,8.2
39.7,910,69.5F,8.2
39.75,907,69.5F,8.2
39.8,907,69.5F,8.2
39.85,906,69.5F,8.2
39.9,904,69.5F,8.2
39.95,903,69.5F,8.2
40,903,69.5F,8.2
40.05,901,69.5F,8.2
40.1,899,69.5F,8.2
40.15,898,69.5F,8.2
40.2,896,69.5F,8.2
40.25,892,69.5F,8.2
40.3,892,69.5F,8.2
40.35,889,69.5F,8.2
40.4,889,69.5F,8.2
40.45,887,69.5F,8.2
40.5,884,69.5F,8.2
40.55,885,69.5F,8.2
40.6,885,69.5F,8.2
40.65,882,69.5F,8.2
40.7,881,69.5F,8.2
40.75,880,69.5F,8.2
40.8,880,69.5F,8.2
40.85,879,69.5F,8.2
40.9,878,69.5F,8.2
40.95,876,69.5F,8.2
41,874,69.5F,8.2
41.05,875,69.5F,8.2
41.1,875,69.5F,8.2
41.15,873,69.5F,8.2
41.2,871,69.5F,8.2
41.25,867,69.5F,8.2
41.3,866,69.5F,8.2
41.35,864,69.5F,8.2
41.4,864,69.5F,8.2
41.45,863,69.5F,8.2
41.5,861,69.5F,8.2
41.55,859,69.5F,8.2
41.6,858,69.5F,8.2
41.65,857,69.5F,8.2
41.7,856,69.5F,8.2
41.75,852,69.5F,8.2
41.8,854,69.5F,8.2
41.85,850,69.5F,8.2
41.9,848,69.5F,8.2
41.95,846,69.5F,8.2
42,846,69.5F,8.2
42.05,845,69.5F,8.2
42.1,843,69.5F,8.2
42.15,842,69.5F,8.2
42.2,841,69.5F,8.2
42.25,841,69.5F,8.2
42.3,838,69.5F,8.2
42.35,837,69.5F,8.2
42.4,836,69.5F,8.2
42.45,835,69.5F,8.2
42.5,833,69.5F,8.2
42.55,831,69.5F,8.2
42.6,831,69.5F,8.2
42.65,830,69.5F,8.2
42.7,827,69.4F,8.2
42.75,826,69.4F,8.2
42.8,823,69.4F,8.2
42.85,822,69.4F,8.2
42.9,822,69.4F,8.2
42.95,820,69.4F,8.2
43,818,69.4F,8.2
43.05,816,69.4F,8.2
43.1,813,69.4F,8.2
43.15,812,69.4F,8.2
43.2,809,69.4F,8.2
43.25,808,69.4F,8.2
43.3,805,69.4F,8.2
43.35,806,69.4F,8.2
43.4,805,69.4F,8.2
43.45,803,69.5F,8.2
43.5,801,69.5F,8.2
43.55,802,69.4F,8.2
43.6,800,69.5F,8.2
43.65,801,69.4F,8.2
43.7,799,69.5F,8.2
43.75,797,69.5F,8.2
43.8,795,69.5F,8.2
43.85,796,69.5F,8.2
43.9,790,69.5F,8.2
43.95,789,69.5F,8.2
44,788,69.5F,8.2
44.05,786,69.5F,8.2
44.1,785,69.5F,8.2
44.15,783,69.5F,8.2
44.2,780,69.5F,8.2
44.25,778,69.5F,8.2
44.3,777,69.5F,8.2
44.35,773,69.5F,8.2
44.4,772,69.5F,8.2
44.45,771,69.5F,8.2
44.5,768,69.5F,8.2
44.55,766,69.5F,8.2
44.6,767,69.5F,8.2
44.65,764,69.5F,8.2
44.7,765,69.5F,8.2
44.75,764,69.5F,8.2
44.8,763,69.5F,8.2
44.85,763,69.5F,8.2
44.9,762,69.5F,8.2
44.95,759,69.5F,8.2
45,758,69.5F,8.2
45.05,755,69.5F,8.2
45.1,753,69.5F,8.2
45.15,754,69.5F,8.2
45.2,752,69.5F,8.2
45.25,752,69.5F,8.2
45.3,750,69.5F,8.2
45.35,746,69.5F,8.2
45.4,745,69.5F,8.2
45.45,745,69.5F,8.2
45.5,742,69.5F,8.2
45.55,740,69.5F,8.2
45.6,742,69.5F,8.2
45.65,741,69.5F,8.2
45.7,739,69.5F,8.2
45.75,738,69.5F,8.2
45.8,737,69.5F,8.2
45.85,735,69.5F,8.2
45.9,731,69.5F,8.2
45.95,732,69.5F,8.2
46,728,69.5F,8.2
46.05,730,69.5F,8.2
46.1,726,69.5F,8.2
46.15,723,69.5F,8.2
46.2,724,69.5F,8.2
46.25,722,69.5F,8.2
46.3,721,69.5F,8.2
46.35,718,69.5F,8.2
46.4,717,69.5F,8.2
46.45,715,69.5F,8.2
46.5,713,69.5F,8.2
46.55,712,69.5F,8.2
46.6,712,69.5F,8.2
46.65,709,69.5F,8.2
46.7,708,69.5F,8.2
46.75,707,69.5F,8.2
46.8,705,69.5F,8.2
46.85,704,69.5F,8.2
46.9,701,69.5F,8.2
46.95,700,69.5F,8.2
47,701,69.5F,8.2
47.05,698,69.5F,8.2
47.1,695,69.5F,8.2
47.15,693,69.5F,8.2
47.2,691,69.5F,8.2
47.25,688,69.5F,8.2
47.3,688,69.5F,8.2
47.35,686,69.5F,8.2
47.4,684,69.5F,8.2
47.45,682,69.5F,8.2
47.5,680,69.5F,8.2
47.55,680,69.5F,8.2
47.6,678,69.5F,8.2
47.65,676,69.5F,8.2
47.7,676,69.5F,8.2
47.75,676,69.5F,8.2
47.8,674,69.5F,8.2
47.85,673,69.5F,8.2
47.9,673,69.5F,8.2
47.95,671,69.5F,8.2
48,668,69.5F,8.2
48.05,666,69.5F,8.2
48.1,662,69.5F,8.2
48.15,663,69.5F,8.2
48.2,662,69.5F,8.2
48.25,658,69.5F,8.2
48.3,658,69.5F,8.2
48.35,659,69.5F,8.2
48.4,658,69.5F,8.2
48.45,656,69.5F,8.2
48.5,655,69.5F,8.2
48.55,653,69.5F,8.2
48.6,650,69.5F,8.2
48.65,650,69.5F,8.2
48.7,651,69.5F,8.2
48.75,650,69.5F,8.2
48.8,651,69.5F,8.2
48.85,647,69.5F,8.2
48.9,646,69.5F,8.2
48.95,646,69.5F,8.2
49,644,69.5F,8.2
49.05,645,69.5F,8.2
49.1,639,69.5F,8.2
49.15,639,69.5F,8.2
49.2,635,69.5F,8.2
49.25,633,69.5F,8.2
49.3,631,69.5F,8.2
49.35,632,69.5F,8.2
49.4,630,69.5F,8.2
49.45,629,69.5F,8.2
49.5,627,69.5F,8.2
49.55,626,69.5F,8.2
49.6,623,69.5F,8.2
49.65,622,69.5F,8.2
49.7,620,69.5F,8.2
49.75,618,69.5F,8.2
49.8,617,69.5F,8.2
49.85,615,69.5F,8.2
49.9,615,69.5F,8.2
49.95,614,69.5F,8.2
50,611,69.5F,8.2
50.05,611,69.5F,8.2
50.1,609,69.5F,8.2
50.15,611,69.5F,8.2
50.2,607,69.5F,8.2
50.25,607,69.5F,8.2
50.3,604,69.5F,8.2
50.35,605,69.5F,8.2
50.4,603,69.5F,8.2
50.45,602,69.5F,8.2
50.5,600,69.5F,8.2
50.55,600,69.5F,8.2
50.6,597,69.5F,8.2
50.65,596,69.5F,8.2
50.7,601,69.5F,8.2
50.75,595,69.5F,8.2
50.8,598,69.5F,8.2
50.85,596,69.5F,8.2
50.9,594,69.5F,8.2
50.95,594,69.5F,8.2
51,589,69.5F,8.2
51.05,589,69.5F,8.2
51.1,587,69.5F,8.2
51.15,585,69.5F,8.2
51.2,585,69.5F,8.2
51.25,584,69.5F,8.2
51.3,582,69.5F,8.2
51.35,581,69.5F,8.2
51.4,579,69.5F,8.2
51.45,577,69.5F,8.2
51.5,577,69.6F,8.2
51.55,573,69.5F,8.2
51.6,572,69.5F,8.2
51.65,573,69.5F,8.2
51.7,570,69.6F,8.2
51.75,569,69.6F,8.2
51.8,568,69.6F,8.2
51.85,566,69.6F,8.2
51.9,564,69.6F,8.2
51.95,562,69.6F,8.2
52,560,69.6F,8.2
52.05,559,69.6F,8.2
52.1,556,69.6F,8.2
52.15,555,69.6F,8.2
52.2,552,69.6F,8.2
52.25,552,69.6F,8.2
52.3,550,69.6F,8.2
52.35,550,69.6F,8.2
52.4,547,69.6F,8.2
52.45,549,69.6F,8.2
52.5,546,69.6F,8.2
52.55,546,69.6F,8.2
52.6,545,69.6F,8.2
52.65,543,69.6F,8.2
52.7,540,69.6F,8.2
52.75,540,69.6F,8.2
52.8,537,69.6F,8.2
52.85,534,69.6F,8.2
52.9,533,69.6F,8.2
52.95,532,69.6F,8.2
53,530,69.6F,8.2
53.05,531,69.6F,8.2
53.1,531,69.6F,8.2
53.15,531,69.6F,8.2
53.2,529,69.6F,8.2
53.25,528,69.6F,8.2
53.3,526,69.6F,8.2
53.35,526,69.6F,8.2
53.4,521,69.6F,8.2
53.45,520,69.6F,8.2
53.5,519,69.6F,8.2
53.55,517,69.6F,8.2
53.6,514,69.6F,8.2
53.65,513,69.6F,8.2
53.7,511,69.6F,8.2
53.75,510,69.6F,8.2
53.8,509,69.6F,8.2
53.85,507,69.6F,8.2
53.9,505,69.6F,8.2
53.95,504,69.6F,8.2
54,502,69.6F,8.2
54.05,500,69.6F,8.2
54.1,500,69.6F,8.2
54.15,499,69.6F,8.2
54.2,497,69.6F,8.2
54.25,496,69.6F,8.2
54.3,495,69.6F,8.2
54.35,492,69.6F,8.2
54.4,490,69.6F,8.2
54.45,489,69.6F,8.2
54.5,488,69.6F,8.2
54.55,488,69.6F,8.2
54.6,486,69.6F,8.2
54.65,486,69.6F,8.2
54.7,486,69.6F,8.2
54.75,484,69.6F,8.2
54.8,484,69.6F,8.2
54.85,481,69.6F,8.2
54.9,482,69.6F,8.2
54.95,479,69.6F,8.2
55,476,69.6F,8.2
55.05,473,69.6F,8.2
55.1,473,69.6F,8.2
55.15,471,69.6F,8.2
55.2,469,69.6F,8.2
55.25,467,69.6F,8.2
55.3,468,69.6F,8.2
55.35,466,69.6F,8.2
55.4,464,69.6F,8.2
55.45,465,69.6F,8.2
55.5,463,69.6F,8.2
55.55,463,69.6F,8.2
55.6,460,69.6F,8.2
55.65,458,69.7F,8.2
55.7,457,69.6F,8.2
55.75,455,69.6F,8.2
55.8,455,69.6F,8.2
55.85,452,69.6F,8.2
55.9,451,69.6F,8.2
55.95,450,69.6F,8.2
56,450,69.6F,8.2
56.05,450,69.6F,8.2
56.1,446,69.6F,8.2
56.15,446,69.6F,8.2
56.2,445,69.6F,8.2
56.25,442,69.6F,8.2
56.3,441,69.6F,8.2
56.35,439,69.6F,8.2
56.4,438,69.6F,8.2
56.45,439,69.6F,8.2
56.5,438,69.6F,8.2
56.55,433,69.6F,8.2
56.6,433,69.6F,8.2
56.65,430,69.6F,8.2
56.7,430,69.6F,8.2
56.75,428,69.6F,8.2
56.8,426,69.6F,8.2
56.85,423,69.6F,8.2
56.9,423,69.6F,8.2
56.95,422,69.6F,8.2
57,419,69.6F,8.2
57.05,419,69.6F,8.2
57.1,414,69.6F,8.2
57.15,414,69.6F,8.2
57.2,414,69.6F,8.2
57.25,412,69.6F,8.2
57.3,410,69.6F,8.2
57.35,410,69.6F,8.2
57.4,408,69.6F,8.2
57.45,404,69.6F,8.2
57.5,403,69.6F,8.2
57.55,401,69.5F,8.2
57.6,401,69.6F,8.2
57.65,402,69.6F,8.2
57.7,398,69.6F,8.2
57.75,398,69.6F,8.2
57.8,395,69.6F,8.2
57.85,393,69.6F,8.2
57.9,390,69.6F,8.2
57.95,391,69.5F,8.2
58,388,69.6F,8.2
58.05,386,69.6F,8.2
58.1,387,69.5F,8.2
58.15,385,69.6F,8.2
58.2,386,69.5F,8.2
58.25,382,69.6F,8.2
58.3,380,69.5F,8.2
58.35,379,69.6F,8.2
58.4,379,69.6F,8.2
58.45,379,69.5F,8.2
58.5,376,69.5F,8.2
58.55,377,69.5F,8.2
58.6,375,69.5F,8.2
58.65,374,69.6F,8.2
58.7,373,69.5F,8.2
58.75,372,69.5F,8.2
58.8,367,69.6F,8.2
58.85,368,69.5F,8.2
58.9,366,69.5F,8.2
58.95,362,69.5F,8.2
59,359,69.5F,8.2
59.05,359,69.5F,8.2
59.1,358,69.5F,8.2
59.15,359,69.5F,8.2
59.2,356,69.5F,8.2
59.25,355,69.5F,8.2
59.3,352,69.5F,8.2
59.35,351,69.5F,8.2
59.4,349,69.5F,8.2
59.45,348,69.5F,8.2
59.5,345,69.5F,8.2
59.55,345,69.5F,8.2
59.6,344,69.5F,8.2
59.65,342,69.5F,8.2
59.7,340,69.5F,8.2
59.75,339,69.5F,8.2
59.8,338,69.5F,8.2
59.85,336,69.5F,8.2
59.9,335,69.6F,8.2
59.95,333,69.5F,8.2
60,331,69.5F,8.2
60.05,330,69.5F,8.2
60.1,331,69.6F,8.2
60.15,330,69.6F,8.2
60.2,327,69.6F,8.2
60.25,326,69.6F,8.2
60.3,321,69.6F,8.2
60.35,322,69.6F,8.2
60.4,323,69.6F,8.2
60.45,323,69.6F,8.2
60.5,321,69.6F,8.2
60.55,316,69.6F,8.2
60.6,318,69.6F,8.2
60.65,318,69.6F,8.2
60.7,317,69.6F,8.2
60.75,317,69.6F,8.2
60.8,315,69.6F,8.2
60.85,311,69.6F,8.2
60.9,313,69.6F,8.2
60.95,310,69.6F,8.2
61,308,69.6F,8.2
61.05,309,69.6F,8.2
61.1,305,69.6F,8.2
61.15,303,69.6F,8.2
61.2,303,69.6F,8.2
61.25,301,69.5F,8.2
61.3,299,69.6F,8.2
61.35,296,69.6F,8.2
61.4,296,69.6F,8.2
61.45,294,69.6F,8.2
61.5,293,69.6F,8.2
61.55,293,69.6F,8.2
61.6,291,69.6F,8.2
61.65,289,69.6F,8.2
61.7,288,69.6F,8.2
61.75,286,69.6F,8.2
61.8,283,69.6F,8.2
61.85,281,69.6F,8.2
61.9,279,69.6F,8.2
61.95,280,69.6F,8.2
62,280,69.6F,8.2
62.05,275,69.6F,8.2
62.1,276,69.6F,8.2
62.15,274,69.6F,8.2
62.2,274,69.6F,8.2
62.25,271,69.6F,8.2
62.3,270,69.6F,8.2
62.35,269,69.6F,8.2
62.4,267,69.6F,8.2
62.45,266,69.6F,8.2
62.5,264,69.6F,8.2
62.55,262,69.6F,8.2
62.6,259,69.6F,8.2
62.65,259,69.6F,8.2
62.7,256,69.6F,8.2
62.75,256,69.6F,8.2
62.8,256,69.6F,8.2
62.85,254,69.6F,8.2
62.9,253,69.6F,8.2
62.95,251,69.6F,8.2
63,252,69.6F,8.2
63.05,251,69.6F,8.2
63.1,249,69.6F,8.2
63.15,249,69.6F,8.2
63.2,245,69.6F,8.2
63.25,249,69.6F,8.2
63.3,246,69.6F,8.2
63.35,243,69.6F,8.2
63.4,242,69.6F,8.2
63.45,240,69.6F,8.2
63.5,237,69.6F,8.2
63.55,233,69.6F,8.2
63.6,233,69.6F,8.2
63.65,232,69.6F,8.2
63.7,230,69.6F,8.2
63.75,229,69.6F,8.2
63.8,226,69.6F,8.2
63.85,226,69.6F,8.2
63.9,224,69.6F,8.2
63.95,223,69.6F,8.2
64,222,69.6F,8.2
64.05,221,69.6F,8.2
64.1,221,69.6F,8.2
64.15,219,69.6F,8.2
64.2,217,69.6F,8.2
64.25,216,69.6F,8.2
64.3,216,69.6F,8.2
64.35,212,69.6F,8.2
64.4,214,69.6F,8.2
64.45,213,69.6F,8.2
64.5,210,69.6F,8.2
64.55,210,69.6F,8.2
64.6,209,69.6F,8.2
64.65,208,69.6F,8.2
64.7,205,69.6F,8.2
64.75,203,69.6F,8.2
64.8,202,69.6F,8.2
64.85,200,69.6F,8.2
64.9,200,69.6F,8.2
64.95,197,69.6F,8.2
65,194,69.6F,8.2
65.05,196,69.6F,8.2
65.1,195,69.6F,8.2
65.15,192,69.6F,8.2
65.2,192,69.6F,8.2
65.25,191,69.6F,8.2
65.3,190,69.6F,8.2
65.35,186,69.6F,8.2
65.4,188,69.6F,8.2
65.45,185,69.6F,8.2
65.5,183,69.6F,8.2
65.55,179,69.6F,8.2
65.6,178,69.6F,8.2
65.65,179,69.6F,8.2
65.7,179,69.6F,8.2
65.75,178,69.6F,8.2
65.8,177,69.6F,8.2
65.85,173,69.6F,8.2
65.9,174,69.6F,8.2
65.95,173,69.6F,8.2
66,171,69.6F,8.2
66.05,170,69.6F,8.2
66.1,168,69.6F,8.2
66.15,167,69.6F,8.2
66.2,164,69.6F,8.2
66.25,162,69.6F,8.2
66.3,162,69.6F,8.2
66.35,162,69.6F,8.2
66.4,158,69.6F,8.2
66.45,158,69.6F,8.2
66.5,155,69.6F,8.2
66.55,155,69.6F,8.2
66.6,154,69.6F,8.2
66.65,152,69.6F,8.2
66.7,150,69.6F,8.2
66.75,148,69.6F,8.2
66.8,147,69.6F,8.2
66.85,146,69.6F,8.2
66.9,144,69.7F,8.2
66.95,142,69.7F,8.2
67,139,69.6F,8.2
67.05,138,69.6F,8.2
67.1,137,69.6F,8.2
67.15,137,69.6F,8.2
67.2,135,69.6F,8.2
67.25,134,69.6F,8.2
67.3,133,69.7F,8.2
67.35,131,69.6F,8.2
67.4,130,69.7F,8.2
67.45,127,69.7F,8.2
67.5,124,69.6F,8.2
67.55,122,69.7F,8.2
67.6,122,69.6F,8.2
67.65,120,69.7F,8.2
67.7,120,69.6F,8.2
67.75,119,69.6F,8.2
67.8,119,69.7F,8.2
67.85,118,69.6F,8.2
67.9,115,69.6F,8.2
67.95,114,69.7F,8.2
68,113,69.7F,8.2
68.05,110,69.7F,8.2
68.1,109,69.7F,8.2
68.15,109,69.7F,8.2
68.2,109,69.6F,8.2
68.25,108,69.6F,8.2
68.3,106,69.6F,8.2
68.35,102,69.7F,8.2
68.4,103,69.7F,8.2
68.45,102,69.7F,8.2
68.5,101,69.6F,8.2
68.55,97,69.7F,8.2
68.6,96,69.6F,8.2
68.65,96,69.6F,8.2
68.7,95,69.6F,8.2
68.75,92,69.7F,8.2
68.8,93,69.6F,8.2
68.85,89,69.7F,8.2
68.9,90,69.6F,8.2
68.95,87,69.7F,8.2
69,85,69.7F,8.2
69.05,85,69.6F,8.2
69.1,82,69.7F,8.2
69.15,81,69.7F,8.2
69.2,81,69.6F,8.2
69.25,82,69.6F,8.2
69.3,79,69.6F,8.2
69.35,76,69.7F,8.2
69.4,74,69.7F,8.2
69.45,72,69.7F,8.2
69.5,70,69.7F,8.2
69.55,68,69.7F,8.2
69.6,66,69.7F,8.2
69.65,65,69.7F,8.2
69.7,64,69.7F,8.2
69.75,63,69.7F,8.2
69.8,63,69.7F,8.2
69.85,61,69.7F,8.2
69.9,58,69.7F,8.2
69.95,57,69.7F,8.2
70,56,69.7F,8.2
70.05,56,69.7F,8.2
70.1,54,69.7F,8.2
70.15,52,69.7F,8.2
70.2,51,69.7F,8.2
70.25,50,69.6F,8.2
70.3,48,69.7F,8.2
70.35,45,69.7F,8.2
70.4,44,69.7F,8.2
70.45,42,69.7F,8.2
70.5,40,69.6F,8.2
70.55,38,69.7F,8.2
70.6,38,69.7F,8.2
70.65,36,69.7F,8.2
70.7,35,69.6F,8.2
70.75,33,69.7F,8.2
70.8,30,69.7F,8.2
70.85,29,69.7F,8.2
70.9,26,69.7F,8.2
70.95,23,69.7F,8.2
71,25,69.7F,8.2
71.05,25,69.7F,8.2
71.1,25,69.7F,8.2
71.15,24,69.7F,8.2
71.2,24,69.7F,8.2
71.25,25,69.7F,8.2
71.3,25,69.7F,8.2
71.35,24,69.7F,8.2
71.4,25,69.6F,8.2
71.45,24,69.7F,8.2
71.5,25,69.7F,8.2
71.55,24,69.7F,8.2
71.6,24,69.7F,8.2
71.65,24,69.7F,8.2
71.7,23,69.7F,8.2
71.75,24,69.7F,8.2
71.8,23,69.7F,8.2
71.85,24,69.7F,8.2
71.9,24,69.7F,8.2
71.95,24,69.7F,8.2
72,24,69.7F,8.2
72.05,24,69.6F,8.2
72.1,23,69.7F,8.2
72.15,24,69.6F,8.2
72.2,25,69.6F,8.2
72.25,24,69.6F,8.2
72.3,24,69.6F,8.2
72.35,25,69.6F,8.2
72.4,23,69.6F,8.2
72.45,23,69.7F,8.2
72.5,24,69.6F,8.2
72.55,24,69.7F,8.2
72.6,25,69.6F,8.2
72.65,23,69.7F,8.2
72.7,23,69.7F,8.2
72.75,23,69.6F,8.2
72.8,24,69.6F,8.2
72.85,24,69.6F,8.2
72.9,23,69.7F,8.2
72.95,25,69.6F,8.2
73,23,69.7F,8.2
73.05,24,69.6F,8.2
73.1,25,69.6F,8.2
73.15,24,69.6F,8.2
73.2,24,69.6F,8.2
73.25,24,69.7F,8.2
73.3,25,69.6F,8.2
73.35,24,69.6F,8.2
73.4,23,69.7F,8.2
73.45,24,69.7F,8.2
73.5,24,69.6F,8.2
73.55,25,69.6F,8.2
73.6,24,69.6F,8.2
73.65,25,69.6F,8.2
73.7,24,69.6F,8.2
73.75,24,69.6F,8.2
73.8,23,69.6F,8.2
73.85,26,69.6F,8.2
73.9,24,69.6F,8.2
73.95,24,69.6F,8.2
74,24,69.6F,8.2
74.05,25,69.6F,8.2
74.1,24,69.6F,8.2
74.15,24,69.7F,8.2
74.2,23,69.6F,8.2
74.25,24,69.6F,8.2
74.3,23,69.7F,8.2
74.35,24,69.6F,8.2
74.4,25,69.6F,8.2
74.45,24,69.7F,8.2
74.5,24,69.6F,8.2
74.55,25,69.6F,8.2
74.6,25,69.6F,8.2
74.65,25,69.6F,8.2
74.7,25,69.6F,8.2
74.75,24,69.6F,8.2
74.8,24,69.6F,8.2
74.85,24,69.6F,8.2
74.9,25,69.6F,8.2
74.95,25,69.6F,8.2
75,24,69.6F,8.2
75.05,24,69.6F,8.2
75.1,25,69.6F,8.2
75.15,24,69.6F,8.2
75.2,24,69.6F,8.2
75.25,24,69.6F,8.2
75.3,24,69.6F,8.2
75.35,23,69.6F,8.2
75.4,25,69.6F,8.2
75.45,23,69.6F,8.2
75.5,24,69.6F,8.2
75.55,24,69.6F,8.2
75.6,24,69.6F,8.2
75.65,24,69.6F,8.2
75.7,25,69.6F,8.2
75.75,24,69.6F,8.2
75.8,25,69.6F,8.2
75.85,24,69.6F,8.2
75.9,26,69.6F,8.2
75.95,26,69.6F,8.2
76,24,69.7F,8.2
76.05,25,69.6F,8.2
76.1,25,69.6F,8.2
76.15,25,69.6F,8.2
76.2,25,69.6F,8.2
76.25,23,69.6F,8.2
76.3,25,69.6F,8.2
76.35,24,69.7F,8.2
76.4,24,69.7F,8.2
76.45,25,69.6F,8.2
76.5,24,69.7F,8.2
76.55,23,69.7F,8.2
76.6,23,69.7F,8.2
76.65,24,69.6F,8.2
76.7,24,69.7F,8.2
76.75,24,69.6F,8.2
76.8,24,69.6F,8.2
76.85,24,69.6F,8.2
76.9,25,69.6F,8.2
76.95,25,69.6F,8.2
77,24,69.6F,8.2
77.05,24,69.6F,8.2
77.1,24,69.6F,8.2
77.15,23,69.6F,8.2
77.2,24,69.6F,8.2
77.25,23,69.6F,8.2
77.3,25,69.6F,8.2
77.35,24,69.6F,8.2
77.4,24,69.7F,8.2
77.45,23,69.6F,8.2
77.5,25,69.6F,8.2
77.55,24,69.6F,8.2
77.6,25,69.6F,8.2
77.65,24,69.6F,8.2
77.7,24,69.6F,8.2
77.75,25,69.6F,8.2
77.8,24,69.6F,8.2
77.85,24,69.6F,8.2
77.9,24,69.6F,8.2
77.95,24,69.6F,8.2
78,24,69.6F,8.2
78.05,24,69.6F,8.2
78.1,24,69.6F,8.2
78.15,24,69.6F,8.2
78.2,24,69.6F,8.2
78.25,24,69.6F,8.2
78.3,26,69.6F,8.2
78.35,23,69.6F,8.2
78.4,25,69.6F,8.2
78.45,24,69.6F,8.2
78.5,25,69.6F,8.2
78.55,24,69.6F,8.2
78.6,24,69.6F,8.2
78.65,26,69.6F,8.2
78.7,24,69.6F,8.2
78.75,24,69.6F,8.2
78.8,24,69.6F,8.2
78.85,24,69.6F,8.2
78.9,23,69.7F,8.2
78.95,24,69.7F,8.2
79,25,69.6F,8.2
79.05,24,69.6F,8.2
79.1,25,69.6F,8.2
79.15,24,69.6F,8.2
79.2,25,69.6F,8.2
79.25,26,69.6F,8.2
79.3,25,69.7F,8.2
79.35,24,69.7F,8.2
79.4,24,69.6F,8.2
79.45,24,69.6F,8.2
79.5,25,69.6F,8.2
79.55,23,69.7F,8.2
