index, checksum,uptime mp,uptime nav,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,state,battstate,pyros, fired checksum2\r
97, 101,158021,157989,1,1,-0.095657,-0.194651,9.939658,-0.042760,0.016984,0.140918,-0.191296,-5.202998,9.723377,-0.258735,0.956403,-0.433726,90.381018,-178.598915,-41.301041,0.243607,-0.255184,0.656345,0.666894,1308.854004,87019.796875,0.124536,-0.039757,0.625977,0.429199,0.346266,16.625000,21.885323,0,0.000000,0, 202
98, 101,160129,160108,1,1,-0.093432,-0.210482,9.954651,0.009867,0.017080,0.156295,0.289230,-3.761421,9.242851,0.742028,-0.289636,-0.323855,90.454743,-178.852451,-41.397165,0.244208,-0.255676,0.655660,0.667160,1308.701538,87019.687500,-0.216587,0.000343,0.625977,0.276733,0.255931,16.625000,21.939571,0,0.000000,0, 202
99, 101,162278,162273,1,1,-0.094555,-0.208826,9.931182,-0.005418,0.016691,0.132812,-0.671822,-4.722473,10.203903,0.081349,0.825018,0.089786,90.438330,-178.759328,-41.790079,0.246377,-0.258046,0.654853,0.666242,1308.523682,87024.406250,-0.215718,-0.165791,0.625977,0.098877,0.191276,16.750000,21.998343,0,0.000000,0, 202
100, 101,164352,164350,1,1,-0.109195,-0.187905,9.949101,0.009176,-0.020679,0.150449,-0.671822,-5.202998,9.723377,-0.486246,-0.064256,-0.079072,90.501728,-178.861399,-42.030764,0.248147,-0.259044,0.654614,0.665433,1308.677979,87026.085938,0.375804,0.141975,0.625977,0.253174,0.334971,16.750000,22.061630,0,0.000000,0, 202
101, 101,166430,166428,1,1,-0.103389,-0.216904,9.952415,-0.007434,0.020815,0.154291,-1.152348,-4.722473,8.762325,-0.194331,0.862870,-0.204345,90.401385,-178.676109,-42.375023,0.249320,-0.261839,0.653451,0.665043,1308.710327,87023.101562,0.075289,-0.035546,0.625977,0.285522,0.336306,16.750000,22.111359,0,0.000000,0, 202
102, 101,168514,168511,1,1,-0.110277,-0.184342,9.951058,-0.013145,-0.008430,0.152364,-1.632874,-5.202998,9.242851,-0.942160,0.057303,-0.376710,90.400716,-178.738906,-42.563318,0.250596,-0.262715,0.654114,0.663564,1308.582397,87023.875000,0.317318,0.022564,0.625977,0.157593,0.208198,16.875000,22.170126,0,0.000000,0, 202
103, 101,170598,170593,1,1,-0.106766,-0.202750,9.933654,0.013496,-0.017591,0.135272,-1.152348,-4.722473,9.723377,-0.171044,-0.600323,0.112302,90.536698,-178.830130,-42.995884,0.253028,-0.265250,0.652500,0.663222,1308.671875,87021.164062,-0.659596,-0.074122,0.625977,0.247070,0.211429,17.000000,22.206289,0,0.000000,0, 202
104, 101,172688,172678,1,1,-0.099436,-0.201253,9.944452,0.010035,0.005718,0.145979,-0.191296,-4.722473,9.242851,0.294957,-0.040319,-0.560083,90.417395,-178.845607,-43.325000,0.255128,-0.266929,0.651804,0.662427,1308.572998,87023.015625,-0.110836,-0.039852,0.625977,0.148193,0.236586,16.875000,22.260534,0,0.000000,0, 202
105, 101,174781,174762,1,1,-0.120251,-0.208391,9.948758,0.017268,0.004777,0.150651,-0.191296,-5.202998,10.203903,-0.396190,0.160898,-0.263107,90.365213,-178.770899,-43.543607,0.255614,-0.268940,0.651359,0.661864,1308.500610,87026.828125,-0.125745,0.096611,0.625977,0.075806,0.140149,17.000000,22.314779,0,0.000000,0, 202
106, 101,176882,176852,1,1,-0.120772,-0.203574,9.950885,0.005848,-0.015725,0.152686,-0.671822,-3.280895,9.242851,0.092629,0.066008,0.080071,90.453370,-178.720205,-43.876336,0.257542,-0.270825,0.650699,0.660997,1308.371338,87030.648438,-0.406146,-0.062485,0.625977,-0.053467,0.165191,17.000000,22.369024,0,0.000000,0, 202
107, 101,179045,179035,1,1,-0.100629,-0.211999,9.943397,-0.000065,0.013376,0.145156,-0.671822,-5.202998,10.684429,-0.340170,0.399972,-0.018195,90.393319,-178.732117,-44.246013,0.260134,-0.272475,0.649400,0.660581,1308.817139,87021.023438,0.436561,0.138450,0.625977,0.392334,0.329928,17.125000,22.405186,0,0.000000,0, 202
108, 101,181144,181126,1,1,-0.087553,-0.212460,9.949359,-0.012392,0.009593,0.151000,-1.152348,-4.722473,9.242851,-0.261480,0.420887,-0.707066,90.464291,-178.711818,-44.482116,0.261869,-0.273450,0.648646,0.660234,1308.764160,87020.890625,-0.264146,0.015528,0.625977,0.339355,0.326241,17.250000,22.459429,0,0.000000,0, 202
109, 101,183248,183219,1,1,-0.082562,-0.200852,9.940200,0.001850,0.013828,0.141562,-1.152348,-4.241947,9.723377,-0.101042,-0.779258,0.543204,90.408168,-178.858134,-44.709968,0.263510,-0.274400,0.648474,0.659355,1308.697144,87021.132812,0.208380,-0.012989,0.625977,0.272339,0.258840,17.250000,22.495590,0,0.000000,0, 202
110, 101,185378,185354,1,1,-0.111281,-0.201760,9.962863,0.008793,-0.005851,0.164521,-0.191296,-5.202998,10.203903,0.029574,-0.072933,0.137146,90.399890,-178.777319,-45.071421,0.264655,-0.277362,0.647955,0.658166,1308.586792,87025.734375,0.069029,0.043307,0.625977,0.161987,0.176362,17.250000,22.558872,0,0.000000,0, 202
111, 101,187523,187495,1,1,-0.103918,-0.196074,9.953815,0.016674,-0.022171,0.155250,-1.152348,-4.722473,9.242851,0.085698,-1.464675,0.261951,90.490916,-178.871589,-45.547127,0.267703,-0.279729,0.646893,0.656975,1308.660156,87021.039062,0.359764,-0.102888,0.625977,0.235352,0.213092,17.250000,22.595034,0,0.000000,0, 202
112, 101,189668,189640,1,1,-0.091642,-0.202956,9.925757,0.002291,0.002671,0.127255,-1.632874,-6.164050,8.762325,-0.035635,-1.015875,0.062008,90.431199,-178.808069,-45.363227,0.266882,-0.278471,0.646970,0.657767,1308.404663,87024.750000,-0.989488,-0.345236,0.625977,-0.020142,0.178696,17.375000,22.653795,0,0.000000,0, 202
113, 101,191813,191783,1,1,-0.102218,-0.218495,9.935038,0.005392,0.016701,0.136950,-0.671822,-3.761421,9.723377,-0.420360,-1.089929,-0.851501,90.357863,-178.716435,-45.869334,0.269170,-0.281938,0.645471,0.656830,1308.775146,87019.953125,-0.326582,-0.090158,0.626831,0.350342,0.405937,17.375000,22.694475,0,0.000000,0, 202
114, 101,193967,193967,1,1,-0.090727,-0.206431,9.947777,0.004819,0.009252,0.149327,-0.191296,-3.761421,9.242851,-0.266815,-0.455021,0.170069,90.393148,-178.808369,-46.164518,0.271416,-0.283043,0.645335,0.655563,1308.703491,87023.281250,-0.592907,0.002805,0.626831,0.278687,0.364965,17.375000,22.771313,0,0.000000,0, 202
115, 101,196162,196127,1,1,-0.115622,-0.193956,9.947250,-0.004967,-0.023779,0.148783,0.289230,-4.722473,10.203903,-0.380790,-0.649898,0.227909,90.418044,-178.701736,-46.714488,0.273855,-0.286830,0.644326,0.653892,1308.764893,87020.742188,-0.057325,-0.040364,0.626831,0.340088,0.354661,17.500000,22.798433,0,0.000000,0, 202
116, 101,198332,198320,1,1,-0.093214,-0.201392,9.944748,-0.014219,0.010132,0.146208,-0.671822,-4.722473,8.762325,0.353012,-1.697409,-1.080182,90.342953,-178.704359,-46.865401,0.275258,-0.287153,0.643501,0.653975,1308.787476,87020.585938,0.063037,-0.022164,0.626831,0.362671,0.333482,17.625000,22.852671,0,0.000000,0, 202
117, 101,200401,200390,1,1,-0.115173,-0.209213,9.947566,0.030828,-0.029550,0.149341,-2.113400,-4.241947,9.242851,0.069669,-0.255351,-0.338370,90.497766,-178.841810,-47.384506,0.277536,-0.290721,0.642242,0.652672,1308.715576,87023.484375,-0.236973,-0.046100,0.626831,0.290771,0.328947,17.625000,22.902390,0,0.000000,0, 202
118, 101,202471,202466,1,1,-0.080603,-0.214500,9.945368,-0.003092,0.037015,0.146938,-0.671822,-5.202998,10.203903,0.163461,-1.558165,0.282923,90.274733,-178.755790,-47.708123,0.280203,-0.291737,0.640951,0.652347,1308.666748,87024.796875,-0.179860,-0.235978,0.626831,0.241943,0.325758,17.625000,22.934027,0,0.000000,0, 202
119, 101,204549,204544,1,1,-0.084602,-0.218641,9.940685,-0.013076,0.021863,0.142417,-2.113400,-5.683524,9.723377,-0.407666,0.506889,0.302225,90.354599,-178.661998,-48.007139,0.280997,-0.294301,0.640541,0.651256,1308.958252,87019.703125,0.278489,0.121890,0.717285,0.533447,0.500929,17.625000,22.988264,0,0.000000,0, 202
120, 101,206626,206619,1,1,-0.115909,-0.200117,9.951228,0.028719,-0.043345,0.152779,-0.671822,-5.202998,9.723377,-0.430998,-2.007252,0.161672,90.519329,-178.861658,-48.225309,0.282363,-0.295375,0.640454,0.650264,1309.033569,87017.656250,0.268540,0.045582,0.806641,0.608765,0.570038,17.750000,23.037979,0,0.000000,0, 202
121, 101,208711,208702,1,1,-0.102267,-0.195744,9.943098,0.010440,-0.023141,0.144518,-1.152348,-4.241947,9.242851,0.263704,-0.236140,-0.857888,90.435379,-178.824120,-48.681026,0.285326,-0.297552,0.639305,0.649108,1308.960449,87018.867188,0.053804,0.016064,0.806641,0.535645,0.517701,17.875000,23.074137,0,0.000000,0, 202
122, 101,210798,210784,1,1,-0.097766,-0.217673,9.958492,-0.017584,0.013371,0.160326,-1.152348,-5.202998,9.242851,-0.248790,0.995792,-0.612211,90.312456,-178.582590,-49.332896,0.288652,-0.301562,0.636970,0.648082,1308.799805,87021.664062,0.057694,-0.065139,0.806641,0.375000,0.445120,17.875000,23.128372,0,0.000000,0, 202
123, 101,212963,212926,1,1,-0.090642,-0.208272,9.943227,-0.009452,0.011165,0.144810,-0.671822,-4.722473,9.242851,-0.495370,-0.371164,0.283963,90.306787,-178.690630,-50.005283,0.292773,-0.304967,0.635463,0.646116,1308.640137,87020.992188,-0.924617,-0.340435,0.806641,0.215332,0.316925,17.875000,23.160007,0,0.000000,0, 202
124, 101,215056,215053,1,1,-0.074354,-0.244175,9.957076,-0.015457,0.041376,0.159249,0.289230,-4.722473,9.723377,-0.125078,0.465586,0.210663,90.331793,-178.557688,-50.229430,0.293952,-0.306315,0.633568,0.646804,1308.972412,87017.757812,0.768956,0.314350,0.806641,0.547607,0.405155,18.000000,23.218761,0,0.000000,0, 202
125, 101,217147,217140,1,1,-0.132872,-0.203224,9.951165,0.026776,-0.042279,0.153001,-0.671822,-5.683524,9.723377,-0.403641,-1.137781,-0.048682,90.403585,-178.765599,-50.239699,0.292975,-0.307351,0.635551,0.644807,1308.648804,87024.500000,0.101813,0.010128,0.806641,0.223999,0.273634,18.000000,23.272995,0,0.000000,0, 202
126, 101,219241,219230,1,1,-0.110690,-0.198291,9.952606,0.000900,-0.006583,0.154195,0.289230,-5.202998,10.684429,0.357985,-1.088415,0.247551,90.263866,-178.717733,-50.872509,0.297139,-0.310264,0.633823,0.643205,1308.560425,87020.859375,0.567198,-0.115420,0.806641,0.135620,0.066679,18.125000,23.304630,0,0.000000,0, 202
127, 101,221352,221329,1,1,-0.082396,-0.218287,9.945423,-0.003162,0.038031,0.147086,-0.191296,-4.241947,9.723377,-0.744971,0.203929,-0.047628,90.197026,-178.703881,-51.284274,0.299937,-0.312070,0.631802,0.643021,1308.589355,87024.734375,-0.011099,0.085140,0.806641,0.164551,0.176041,18.000000,23.354343,0,0.000000,0, 202
128, 101,223497,223466,1,1,-0.112966,-0.195434,9.951050,0.008166,-0.024811,0.152576,-1.152348,-3.280895,9.723377,-0.011934,-0.661655,-0.683177,90.335392,-178.761856,-51.448291,0.300340,-0.313468,0.632403,0.641561,1308.636475,87020.796875,0.716302,0.013801,0.806641,0.211670,0.119129,18.000000,23.399536,0,0.000000,0, 202
129, 101,225607,225601,1,1,-0.060042,-0.229964,9.935201,0.016479,0.060051,0.136848,-0.191296,-5.202998,10.684429,1.016378,-2.197440,-0.276261,90.200346,-178.838326,-51.859697,0.303286,-0.315098,0.631637,0.640130,1308.640015,87019.226562,0.539062,-0.111537,0.806641,0.215210,0.063367,18.125000,23.426651,0,0.000000,0, 202
130, 101,227724,227707,1,1,-0.089873,-0.240420,9.948400,0.008775,0.027920,0.150667,-0.671822,-3.761421,10.203903,-0.770350,1.022736,-1.318020,90.278524,-178.639390,-52.210536,0.304502,-0.317786,0.628745,0.641070,1308.356201,87027.937500,-0.310012,-0.121468,0.806641,-0.068604,0.008296,18.125000,23.480881,0,0.000000,0, 202
131, 101,229902,229902,1,1,-0.079203,-0.211472,9.934770,0.025679,0.005686,0.136301,-0.671822,-4.722473,10.203903,0.284674,0.228069,0.016939,90.354428,-178.904852,-52.166465,0.305130,-0.316663,0.629583,0.640504,1308.461304,87023.101562,0.109542,-0.234963,0.806641,0.036499,-0.017700,18.250000,23.521553,0,0.000000,0, 202
132, 101,232017,232005,1,1,-0.089705,-0.202216,9.948552,-0.023500,-0.001125,0.149984,-1.152348,-4.241947,8.762325,0.325958,-0.885423,0.070294,90.316110,-178.629049,-52.008605,0.303937,-0.316114,0.630369,0.640569,1308.525391,87021.429688,0.101188,0.003684,0.806641,0.100586,0.012421,18.250000,23.553188,0,0.000000,0, 202
133, 101,234134,234106,1,1,-0.106370,-0.224484,9.938921,-0.012696,0.010621,0.141011,-0.671822,-5.202998,9.242851,-1.173067,0.298647,-0.816105,90.243847,-178.527963,-52.343059,0.304900,-0.318848,0.629069,0.640034,1308.513428,87022.421875,-0.124209,-0.102221,0.806641,0.088623,0.002652,18.250000,23.598379,0,0.000000,0, 202
134, 101,236262,236250,1,1,-0.103082,-0.217407,9.963159,-0.001101,0.010693,0.165058,-0.191296,-4.241947,9.723377,-0.558667,-0.244652,-0.820542,90.212483,-178.637655,-53.209592,0.309728,-0.323587,0.627246,0.637120,1308.340332,87026.578125,-0.536162,-0.001756,0.806641,-0.084473,-0.041257,18.375000,23.634531,0,0.000000,0, 202
135, 101,238392,238359,1,1,-0.120240,-0.192544,9.952837,0.130742,0.012992,0.153558,-1.632874,-5.683524,9.723377,-0.343434,-0.152467,-6.564705,90.028484,-179.449984,-53.482925,0.311660,-0.324654,0.627506,0.635377,1308.395996,87023.523438,0.578129,-0.040501,0.806641,-0.028809,-0.041784,18.375000,23.684240,0,0.000000,0, 202
136, 101,240574,240560,1,1,-0.070246,-0.190029,9.943003,-0.024866,0.007592,0.144033,-1.152348,-4.722473,9.723377,0.395579,-0.860658,0.372658,90.260526,-178.729795,-54.602523,0.318922,-0.329740,0.623422,0.633171,1308.380005,87027.773438,-0.215036,-0.021853,0.806641,-0.044800,0.011865,18.375000,23.715872,0,0.000000,0, 202
137, 101,242649,242634,1,1,-0.118185,-0.229847,9.957929,0.050169,0.011145,0.160149,-0.671822,-4.241947,9.242851,0.204434,0.051417,-0.694551,90.139557,-178.815841,-54.914045,0.318673,-0.333363,0.622212,0.632588,1308.249634,87024.812500,0.152304,-0.141737,0.806641,-0.175171,-0.133692,18.500000,23.761061,0,0.000000,0, 202
138, 101,244728,244714,1,1,0.086170,-0.047581,9.935511,-0.468708,-0.081828,0.123600,-3.074451,0.563312,10.684429,-1.797925,1.555269,6.173108,91.037911,-177.351736,-55.465921,0.329830,-0.328661,0.621804,0.629725,1308.282227,87022.929688,0.146750,-0.230993,0.806641,-0.142578,-0.191060,18.500000,23.801731,0,0.000000,0, 202
139, 101,246885,246847,1,1,-0.140886,-0.151113,9.946823,0.007042,0.062593,0.163127,-1.152348,-3.280895,9.242851,0.083508,0.802607,-5.324970,89.587548,-178.432804,-53.543687,0.308665,-0.328225,0.629179,0.633346,1308.073730,87030.937500,-0.293702,0.097820,0.806641,-0.351074,-0.248102,18.500000,23.842400,0,0.000000,0, 202
140, 101,248968,248928,1,1,-0.142630,-0.185210,9.945938,0.070407,-0.146020,0.153735,-0.671822,-4.241947,10.203903,-0.121077,0.432146,-1.246651,90.335153,-178.644281,-51.441945,0.300237,-0.313515,0.631494,0.642481,1308.284546,87025.398438,-0.323005,-0.022514,0.806641,-0.140259,-0.207187,18.500000,23.869513,0,0.000000,0, 202
141, 101,251058,251018,1,1,-0.307317,-0.250391,9.962637,0.221754,-0.237408,0.164226,-0.671822,-3.761421,11.164955,1.757762,-1.715695,9.393883,90.556137,-179.144128,-59.957279,0.350473,-0.356193,0.606856,0.618078,1308.123657,87024.507812,0.470710,-0.086437,0.806641,-0.301147,-0.361518,18.500000,23.910181,0,0.000000,0, 202
142, 101,253167,253149,1,1,-0.129752,-0.259753,9.697804,0.062409,0.001822,-0.099051,-0.191296,-3.280895,9.723377,2.408691,0.190927,-5.516390,89.920677,-178.654977,-65.748596,0.374849,-0.392694,0.588556,0.599066,1308.250488,87027.765625,-0.508368,-0.119236,0.806641,-0.174316,-0.139675,18.625000,23.941813,0,0.000000,0, 202
143, 101,255328,255311,1,1,-0.258780,-0.130290,9.934738,-0.137225,-0.047854,0.136899,-1.152348,-3.280895,10.203903,0.211907,0.097422,-4.987636,89.280531,-177.867128,-63.298136,0.360274,-0.381466,0.602431,0.601468,1308.807129,87018.453125,0.668553,0.166705,0.806641,0.382324,0.285344,18.750000,24.005074,0,0.000000,0, 202
144, 101,257425,257401,1,1,-0.178339,-0.096380,9.479038,-0.250881,-0.043544,-0.323214,-1.632874,-3.280895,9.723377,-0.072632,1.672634,-0.395848,89.550296,-177.487083,-63.961976,0.366126,-0.382631,0.599650,0.599971,1309.013794,87014.890625,0.545199,0.221481,0.806641,0.588989,0.445522,18.750000,24.032187,0,0.000000,0, 202
145, 101,259531,259493,1,1,-0.091715,-0.120085,9.969549,-0.078245,0.032236,0.169335,-0.671822,-2.800369,9.723377,-0.593070,-0.019418,-0.165327,89.673321,-178.693622,-62.002989,0.358898,-0.369453,0.604069,0.608109,1308.716675,87023.578125,-0.501584,0.070467,0.806641,0.291870,0.458660,18.750000,24.086409,0,0.000000,0, 202
146, 101,261638,261632,1,1,-0.137523,-0.145162,9.952173,-0.000766,-0.031056,0.153133,-1.152348,-4.722473,10.203903,-0.225475,-0.889177,-0.054911,89.859424,-178.889730,-62.655907,0.360818,-0.374415,0.602033,0.605954,1308.692139,87020.601562,0.078934,0.016251,0.806641,0.267334,0.261176,18.875000,24.131594,0,0.000000,0, 202
147, 101,263800,263774,1,1,-0.125368,-0.150997,9.960765,0.006490,0.002412,0.161696,-1.152348,-4.722473,9.242851,0.466417,-0.790838,-0.508807,89.740933,-178.935506,-62.844639,0.362040,-0.375190,0.601152,0.605620,1308.628052,87022.562500,-0.131925,-0.087628,0.806641,0.203247,0.200940,18.875000,24.176779,0,0.000000,0, 202
148, 101,265906,265901,1,1,-0.150287,-0.169723,9.948574,0.015597,-0.027297,0.150107,-1.152348,-2.800369,10.203903,0.292312,-0.644461,0.274693,89.832321,-178.825486,-62.886528,0.362113,-0.375559,0.600348,0.606144,1308.680664,87021.351562,-0.404306,0.143750,0.806641,0.255859,0.317721,19.000000,24.231001,0,0.000000,0, 202
149, 101,268014,268000,1,1,-0.130980,-0.155950,9.939981,0.001038,0.020240,0.141047,-1.152348,-5.202998,9.242851,-0.830437,1.201896,-1.175658,89.619657,-178.862232,-62.957631,0.362303,-0.376109,0.600787,0.605256,1308.763550,87023.414062,0.171123,0.048686,0.806641,0.338745,0.394158,19.000000,24.271666,0,0.000000,0, 202
150, 101,270126,270095,1,1,-0.129121,-0.185137,9.959299,0.049790,0.015971,0.160719,-0.671822,-4.241947,10.203903,0.031868,0.527048,-0.527202,89.725497,-179.000953,-63.194386,0.363231,-0.377682,0.599191,0.605301,1308.728882,87023.601562,-0.803109,0.024968,0.806641,0.304077,0.352764,19.000000,24.307812,0,0.000000,0, 202
151, 101,272244,272237,1,1,-0.164247,-0.157082,9.951088,0.072775,-0.030668,0.152370,0.289230,-4.722473,10.684429,0.577442,0.273187,0.005486,89.735380,-179.187199,-63.429358,0.364066,-0.379304,0.599853,0.603126,1308.639282,87022.585938,-0.839481,-0.401889,0.806641,0.214478,0.276867,19.000000,24.352995,0,0.000000,0, 202
152, 101,274364,274341,1,1,-0.219715,-0.087492,9.946745,-0.096260,-0.122695,0.147334,-0.671822,-4.722473,9.723377,-1.294343,-0.899583,-5.466657,89.721816,-178.504617,-68.019115,0.387161,-0.403664,0.587393,0.584920,1308.540771,87022.562500,-0.300386,-0.126141,0.806641,0.115967,0.101095,19.125000,24.398178,0,0.000000,0, 202
153, 101,276489,276482,1,1,-0.758342,-0.113520,9.560183,0.355523,-0.665097,-0.239812,-2.113400,-4.722473,9.242851,-0.146660,-1.366572,-6.684809,89.884606,179.942194,-71.701120,0.414006,-0.414261,0.573929,0.572357,1308.488525,87023.625000,0.176836,-0.002363,0.806641,0.063721,0.080006,19.125000,24.438841,0,0.000000,0, 202
154, 101,278615,278588,1,1,-0.218114,-0.211572,10.042355,-0.005986,0.154506,0.244761,-1.152348,-5.202998,10.203903,1.053505,-1.441179,-1.129213,88.530945,-178.335420,-63.958943,0.363636,-0.385157,0.597955,0.601558,1308.729614,87017.656250,1.007971,0.273762,0.806641,0.304810,0.155797,19.125000,24.484024,0,0.000000,0, 202
155, 101,280864,280838,1,1,-0.175092,-0.195524,9.931130,0.020442,0.019857,0.133557,-1.152348,-4.722473,10.203903,0.131834,0.428427,0.102653,89.308733,-178.718170,-70.551831,0.399211,-0.417387,0.575256,0.579222,1308.401001,87026.750000,-0.991900,-0.123826,0.806641,-0.023804,0.198351,19.250000,24.520168,0,0.000000,0, 202
156, 101,282936,282912,1,1,0.305444,0.090947,9.872139,-0.524631,0.414332,0.053633,-0.671822,-4.722473,10.684429,-1.912024,0.502663,-32.130839,89.098629,-178.029851,-71.019057,0.419082,-0.402281,0.571965,0.579134,1308.367188,87023.953125,0.656987,-0.027638,0.806641,-0.057617,-0.104202,19.250000,24.556313,0,0.000000,0, 202
157, 101,285012,284983,1,1,-0.033861,-0.116728,10.001602,-0.000410,-0.006902,0.201338,-1.152348,-4.722473,9.723377,-0.514982,-0.367420,-27.657676,90.133936,-179.307847,-66.030690,0.382033,-0.388512,0.590085,0.595742,1308.702026,87017.187500,1.021334,0.397194,0.806641,0.277222,0.062105,19.250000,24.592457,0,0.000000,0, 202
158, 101,287094,287093,1,1,-0.116027,-0.144983,9.949523,0.130118,0.104950,0.148851,-0.191296,-5.202998,9.723377,-0.784606,-0.096646,9.088231,89.216532,-179.695092,-60.975421,0.354658,-0.362807,0.612542,0.606119,1308.783447,87018.148438,0.408102,0.222392,0.806641,0.358643,0.265681,19.250000,24.637638,0,0.000000,0, 202
159, 101,289199,289177,1,1,-0.135223,0.031343,10.012207,-0.030635,-0.103297,0.211590,-0.191296,-5.202998,10.684429,-1.120962,-0.063954,-14.091701,89.828169,-179.603622,-60.791580,0.354286,-0.361221,0.612912,0.606910,1308.710205,87023.265625,-0.221446,-0.060443,0.806641,0.285400,0.352832,19.375000,24.673780,0,0.000000,0, 202
160, 101,291283,291253,1,1,-0.112795,-0.226294,9.918485,0.038245,0.126965,0.119821,-0.671822,-2.800369,9.242851,0.189300,-0.821577,2.076460,89.139535,-178.766104,-68.505520,0.388628,-0.407191,0.584553,0.584347,1309.009521,87018.898438,0.615890,0.251720,0.806641,0.584717,0.446167,19.375000,24.691853,0,0.000000,0, 202
161, 101,293377,293336,1,1,-0.205905,-0.205181,9.938787,-0.031004,0.075999,0.140868,-1.632874,-3.280895,9.242851,-0.473331,-0.582438,0.043325,89.159042,-178.434676,-74.009157,0.416941,-0.434102,0.561652,0.567682,1308.823853,87018.859375,-0.304076,0.064623,0.806641,0.399048,0.334358,19.500000,24.737032,0,0.000000,0, 202
162, 101,295471,295466,1,1,-0.112351,-0.083175,9.942256,-0.175594,0.030229,0.140642,-1.152348,-4.241947,9.723377,-0.777860,1.714309,7.353499,89.327133,-178.355391,-74.752507,0.423640,-0.434703,0.561725,0.562164,1308.801270,87017.828125,-0.705144,-0.032424,0.806641,0.376465,0.425170,19.500000,24.782209,0,0.000000,0, 202
163, 101,297628,297601,1,1,-0.190141,-0.133004,9.954386,0.000098,0.041577,0.156003,-0.191296,-3.761421,10.684429,0.183159,0.786664,-0.340389,88.835380,-179.037795,-78.842055,0.439787,-0.458087,0.548012,0.544450,1309.058594,87017.992188,0.141922,0.230668,0.806641,0.633789,0.526165,19.500000,24.818354,0,0.000000,0, 202
164, 101,299726,299689,1,1,-0.107767,-0.166809,9.959077,0.013381,0.022565,0.160022,-2.113400,-5.683524,9.723377,0.108546,-0.147638,-1.264633,89.683130,-178.950014,-66.561238,0.381496,-0.394474,0.589198,0.593040,1309.072144,87018.937500,0.431432,0.219550,0.806641,0.647339,0.559131,19.500000,24.863531,0,0.000000,0, 202
165, 101,301825,301821,1,1,-0.178235,-0.147461,9.935501,-0.020046,-0.003778,0.137173,0.289230,-3.280895,10.203903,0.259105,-0.787255,0.134481,89.220446,-178.818177,-76.532276,0.429145,-0.446554,0.554428,0.555908,1308.885620,87014.046875,-0.702405,-0.052539,0.806641,0.460815,0.357226,19.625000,24.904190,0,0.000000,0, 202
166, 101,303925,303916,1,1,-0.190183,-0.147883,9.950713,0.011998,-0.030565,0.152575,-1.632874,-4.722473,10.684429,0.291476,-1.255083,0.354712,89.303344,-178.991049,-76.859887,0.430985,-0.447898,0.553938,0.553888,1308.866699,87019.632812,0.810138,0.164567,0.806641,0.441895,0.453401,19.500000,24.962919,0,0.000000,0, 202
167, 101,306031,306011,1,1,-0.160865,-0.140204,9.939146,-0.020958,0.013953,0.140405,-1.152348,-4.722473,9.723377,0.345300,0.080484,0.473130,89.196738,-178.884075,-77.070926,0.432792,-0.448134,0.552768,0.553457,1308.878540,87020.781250,0.742158,0.098055,0.806641,0.453735,0.327600,19.625000,24.999062,0,0.000000,0, 202
168, 101,308143,308103,1,1,-0.193214,-0.124801,9.953598,-0.016207,0.012802,0.162413,0.289230,-4.722473,9.242851,0.056116,1.184938,-0.743963,89.028435,-179.004587,-76.751362,0.430373,-0.447446,0.555219,0.553446,1308.550049,87025.273438,-0.015432,-0.300582,0.806641,0.125244,0.219383,19.750000,25.062307,0,0.000000,0, 202
169, 101,310259,310248,1,1,-0.208832,-0.135367,9.961043,-0.004581,-0.008639,0.163147,-1.152348,-4.241947,9.723377,0.253084,0.167019,0.209174,89.053072,-178.946435,-77.089695,0.431755,-0.449321,0.553861,0.552210,1308.517578,87024.437500,0.249699,0.271017,0.806641,0.092773,0.093126,19.625000,25.098448,0,0.000000,0, 202
