-9.718400,-0.287300,-0.617700,
-9.567500,-0.330400,-0.632000,
-9.768600,-0.294400,-0.632000,
-9.890800,-0.208300,-0.560200,
-9.689600,-0.316000,-0.538700,
-9.811700,-0.201100,-0.545800,
-9.754300,-0.172300,-0.301600,
-9.775800,-0.165200,-0.445300,
-9.818900,-0.308800,-0.617700,
-9.797400,-0.316000,-0.488400,
-9.704000,-0.193900,-0.560200,
-9.739900,-0.122100,-0.617700,
-9.725500,-0.179500,-0.545800,
-9.682400,-0.265700,-0.509900,
-9.804600,-0.201100,-0.574600,
-9.660900,-0.158000,-0.423700,
-9.783000,-0.272900,-0.588900,
-9.747100,-0.165200,-0.574600,
-9.696800,-0.129200,-0.430900,
-9.739900,-0.193900,-0.588900,
-9.775800,-0.229800,-0.452500,
-9.754300,-0.351900,-0.502800,
-9.797400,-0.323200,-0.596100,
-9.833300,-0.265700,-0.459700,
-9.797400,-0.280100,-0.502800,
-9.704000,-0.265700,-0.402200,
-9.890800,-0.280100,-0.308800,
-9.804600,-0.150800,-0.581800,
-9.775800,-0.122100,-0.553000,
-9.761500,-0.186700,-0.531500,
-9.711200,-0.186700,-0.495600,
-10.300200,-0.179500,-0.818800,
-9.804600,-0.373500,-0.603300,
-9.840500,-0.301600,-0.445300,
-9.783000,-0.201100,-0.402200,
-9.739900,-0.165200,-0.423700,
-9.818900,-0.351900,-0.553000,
-9.739900,-0.165200,-0.538700,
-9.869200,-0.251400,-0.538700,
-9.682400,-0.280100,-0.531500
9.919500,-0.014300,0.028700,
10.544400,-0.021500,0.086100,
9.718400,-0.136400,0.050200,
10.063100,-0.308800,-0.201100,
9.811700,-0.100500,0.064600,
9.933800,-0.079000,0.000000,
9.984100,-0.215400,0.035900,
9.897900,-0.122100,0.079000,
9.682400,-0.107700,0.086100,
9.919500,-0.122100,0.093300,
9.905100,-0.079000,0.107700,
9.833300,-0.086100,0.064600,
9.840500,-0.107700,0.079000,
9.984100,-0.136400,0.071800,
9.890800,-0.079000,0.043000,
9.919500,-0.107700,0.000000,
9.897900,-0.100500,0.093300,
10.005700,-0.186700,0.201100,
9.912300,-0.079000,0.129200,
9.862000,-0.150800,0.086100,
9.840500,-0.107700,0.093300,
9.826100,-0.079000,0.100500,
9.991300,-0.050200,0.028700,
9.955400,-0.122100,0.000000,
9.876400,-0.237000,0.208300,
9.869200,-0.107700,0.114900,
9.862000,-0.143600,0.028700,
9.948200,-0.136400,0.035900,
9.933800,-0.093300,0.136400,
9.826100,-0.158000,0.114900,
9.926700,-0.100500,0.079000,
9.919500,-0.079000,-0.014300,
9.854800,-0.179500,0.100500,
9.933800,-0.136400,0.129200,
9.941000,-0.057400,0.114900,
3.059800,9.452600,0.021500,
3.102900,9.481300,-0.021500,
3.110100,9.308900,0.071800,
2.995200,9.373600,-0.071800,
2.988000,9.366400,0.035900,
2.909000,9.244300,0.122100,
2.980800,9.352000,0.093300,
3.045500,9.265800,0.064600,
2.973700,9.359200,0.021500,
3.023900,9.373600,-0.028700,
2.966500,9.265800,0.021500,
2.937700,9.265800,0.007100,
3.088600,9.330500,0.043000,
3.016800,9.186800,-0.021500,
3.002400,9.344900,0.028700,
2.851500,9.258700,0.100500,
2.995200,9.280200,0.007100,
3.095800,9.359200,0.050200,
3.002400,9.330500,0.043000,
2.966500,9.337700,0.064600,
2.980800,9.330500,0.035900,
3.146000,9.431000,0.007100,
3.009600,9.431000,0.043000,
3.110100,9.344900,0.021500,
3.038300,9.323300,0.021500,
3.023900,9.344900,-0.021500,
3.067000,9.330500,0.093300,
2.966500,9.273000,0.079000,
2.959300,9.323300,0.007100,
3.009600,9.316100,-0.028700,
3.016800,9.373600,0.028700,
3.009600,9.301800,-0.021500,
2.995200,9.251500,0.043000,
2.901800,9.294600,0.143600,
3.038300,9.323300,0.071800,
2.837200,9.316100,0.028700,
3.074200,9.402300,-0.014300,
3.052700,9.330500,0.129200,
2.973700,9.316100,0.000000,
3.074200,9.402300,0.035900,